case_id,transaction_amount,payment_method,device_type,revenue_event,failure_reason,retry_count,recovery_eligible,customer_age,customer_city,behavior_transactions,behavior_total_spend,behavior_average_order_value,behavior_avg_session_minutes,behavior_avg_pages,behavior_returning_rate,behavior_avg_rating,behavior_avg_delivery_days,historical_transactions,historical_total_spend,historical_average_order_value,historical_median_order_value,historical_max_order_value,historical_total_quantity,days_since_last_purchase,customer_lifetime_days,purchase_frequency_per_30d,distinct_products,distinct_countries,favorite_product,customer_value_segment,risk_amount,risk_payment_method,risk_device_type,failed_transactions_24h,transaction_frequency_24h,unusual_amount_flag,unusual_location_flag,multiple_transactions_short_time,high_risk_device_flag,velocity_flag,previous_fraud_flag,risk_score,risk_signal_count,automated_recovery_risk,retry_expected_probability,payment_link_expected_probability,reminder_expected_probability,escalation_expected_probability,retry_expected_recovery,payment_link_expected_recovery,reminder_expected_recovery,escalation_expected_recovery,counterfactual_optimal_action_unconstrained,estimated_optimal_recovery_unconstrained,high_risk_case,policy_recommended_action,selected_action_probability,actual_outcome,actual_recovery_success,actual_recovered_amount,baseline_action,baseline_expected_recovery,baseline_recovery_success,baseline_actual_recovered_amount
CASE_005589,791.39,Credit Card,Desktop,payment_failure,bank_timeout,0,False,27.0,Izmir,1,791.39,791.39,42.0,9.0,1.0,4.0,5.0,17,2584.17,152.01,133.44,267.0,248,71,0,17.0,17,1,50'S Christmas Gift Bag Large,medium,73.76,Credit Card,Desktop,4,4,True,False,False,False,False,True,,3,medium,0.582,0.3297,0.2683,0.47,460.59,260.92,212.33,371.95,RETRY_PAYMENT,460.59,True,ESCALATE_TO_HUMAN,0.47,recovered,True,791.39,ESCALATE_TO_HUMAN,371.95,True,791.39
CASE_002756,301.06,PayPal,Tablet,payment_failure,bank_timeout,0,True,34.0,Ankara,1,301.06,301.06,15.0,10.0,1.0,4.0,5.0,228,9272.99,40.67100877192982,25.54,472.49,709,78,239,28.619246861924687,179,1,6 Ribbons Rustic Charm,high,68.4,PayPal,Tablet,1,4,False,False,False,False,False,False,,0,low,0.7842,0.4795,0.3667,0.5,236.09,144.36,110.4,150.53,RETRY_PAYMENT,236.09,False,RETRY_PAYMENT,0.7842,not_recovered,False,0.0,RETRY_PAYMENT,236.09,True,301.06
CASE_003056,431.26,Apple Pay,Tablet,payment_failure,temporary_bank_error,1,True,35.0,Ankara,1,431.26,431.26,17.0,8.0,1.0,3.0,8.0,363,15565.77,42.88090909090909,14.48,1646.08,1528,2,364,29.91758241758242,287,1,Rex Cash+Carry Jumbo Shopper,very_high,162.72,Apple Pay,Tablet,3,8,True,False,False,False,False,False,,2,medium,0.6832,0.4037,0.3161,0.5,294.64,174.1,136.32,215.63,RETRY_PAYMENT,294.64,False,RETRY_PAYMENT,0.6832,recovered,True,431.26,RETRY_PAYMENT,294.64,False,0.0
CASE_008331,4602.66,Credit Card,Tablet,payment_failure,temporary_bank_error,0,False,35.0,Kayseri,1,4602.66,4602.66,6.0,10.0,1.0,4.0,7.0,15,1600.66,106.71066666666667,87.0,259.44,169,7,169,2.662721893491124,11,1,Set Of 4 Knick Knack Tins Poppies,low,47.06,Credit Card,Tablet,0,8,False,True,False,False,False,True,,2,medium,0.4963,0.2568,0.2126,0.45,2284.3,1181.96,978.53,2071.2,RETRY_PAYMENT,2284.3,True,ESCALATE_TO_HUMAN,0.45,recovered,True,4602.66,ESCALATE_TO_HUMAN,2071.2,True,4602.66
CASE_005977,1644.48,Credit Card,Desktop,invoice_overdue,customer_delay,0,True,30.0,Ankara,1,1644.48,1644.48,27.0,16.0,1.0,2.0,11.0,44,3632.36,82.55363636363637,56.36,511.20000000000005,300,40,140,9.428571428571429,31,1,Antique Glass Pedestal Bowl,medium,109.93,Credit Card,Desktop,1,1,False,False,False,False,False,False,,0,low,0.5882,0.4999,0.5623,0.5,967.28,822.08,924.69,822.24,RETRY_PAYMENT,967.28,False,RETRY_PAYMENT,0.5882,not_recovered,False,0.0,SEND_REMINDER,924.69,True,1644.48
CASE_005633,86.0,Debit Card,Mobile,checkout_abandonment,payment_page_abandoned,0,False,32.0,Izmir,1,86.0,86.0,12.0,9.0,1.0,5.0,4.0,506,57154.46,112.95347826086956,81.48,1911.6,4823,7,315,48.19047619047619,275,1,Alarm Clock Bakelike Green,very_high,195.83,Debit Card,Mobile,2,5,False,True,False,False,False,True,,2,medium,0.339,0.5102,0.2534,0.5,29.15,43.88,21.79,43.0,CREATE_PAYMENT_LINK,43.88,True,ESCALATE_TO_HUMAN,0.5,recovered,True,86.0,ESCALATE_TO_HUMAN,43.0,False,0.0
CASE_002668,96.44,Debit Card,Desktop,repeated_payment_failure,repeated_payment_failure,3,False,28.0,Ankara,1,96.44,96.44,37.0,9.0,0.0,5.0,6.0,57,4259.83,74.7338596491228,62.0,148.8,351,57,0,57.0,57,1,4 Traditional Spinning Tops,medium,50.26,Debit Card,Desktop,3,6,True,True,False,False,False,True,,4,high,0.02,0.2004,0.1768,0.85,1.93,19.33,17.05,81.97,ESCALATE_TO_HUMAN,81.97,True,ESCALATE_TO_HUMAN,0.85,recovered,True,96.44,ESCALATE_TO_HUMAN,81.97,True,96.44
CASE_006196,151.0,Google Pay,Tablet,repeated_payment_failure,repeated_declines,2,False,40.0,Izmir,1,151.0,151.0,11.0,4.0,1.0,5.0,3.0,36,3615.85,100.44027777777778,25.67,2532.0,326,44,0,36.0,36,1,12 Pencils Small Tube Red Retrospot,medium,135.06,Google Pay,Tablet,1,12,False,False,True,False,True,False,,2,medium,0.0795,0.3771,0.2972,0.5,12.0,56.94,44.88,75.5,ESCALATE_TO_HUMAN,75.5,True,ESCALATE_TO_HUMAN,0.5,recovered,True,151.0,ESCALATE_TO_HUMAN,75.5,False,0.0
CASE_000592,102.68,Apple Pay,Tablet,invoice_overdue,invoice_overdue,0,True,34.0,Antalya,1,102.68,102.68,9.0,5.0,1.0,5.0,6.0,30,3808.64,126.95466666666667,133.32,256.32,333,85,14,64.28571428571428,29,1,Vintage 2 Metre Folding Ruler,medium,289.27,Apple Pay,Tablet,1,5,False,True,False,False,False,False,,1,low,0.4488,0.3915,0.4867,0.5,46.08,40.2,49.97,51.34,ESCALATE_TO_HUMAN,51.34,False,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,SEND_REMINDER,49.97,True,102.68
CASE_002875,23.54,PayPal,Mobile,invoice_overdue,customer_delay,0,True,35.0,Konya,1,23.54,23.54,5.0,6.0,0.0,2.0,3.0,134,29800.98,222.39537313432837,256.32,768.96,2688,51,261,15.402298850574715,44,1,Bag 125g Swirly Marbles,very_high,137.13,PayPal,Mobile,2,8,False,True,False,True,False,False,,2,medium,0.3158,0.2845,0.4093,0.5,7.43,6.7,9.63,11.77,ESCALATE_TO_HUMAN,11.77,False,ESCALATE_TO_HUMAN,0.5,recovered,True,23.54,SEND_REMINDER,9.63,True,23.54
CASE_003822,235.65,Apple Pay,Mobile,subscription_failure,recurring_payment_failure,0,False,45.0,Istanbul,1,235.65,235.65,2.0,11.0,0.0,1.0,6.0,36,3143.7599999999998,87.32666666666665,94.16,267.0,242,179,103,10.485436893203884,31,1,Classic Glass Cookie Jar,medium,105.99,Apple Pay,Mobile,4,5,False,True,False,False,False,True,,3,medium,0.2607,0.2436,0.3824,0.5,61.43,57.4,90.11,117.82,ESCALATE_TO_HUMAN,117.82,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,117.82,True,235.65
CASE_004221,35.48,Apple Pay,Desktop,invoice_overdue,payment_not_received,0,False,43.0,Ankara,1,35.48,35.48,12.0,9.0,0.0,4.0,7.0,56,3360.56,60.01,49.050000000000004,159.24,232,190,182,9.230769230769232,40,1,Regency Cakestand 3 Tier,medium,70.85,Apple Pay,Desktop,1,7,False,False,False,False,False,True,,1,low,0.369,0.3256,0.4378,0.5,13.09,11.55,15.53,17.74,ESCALATE_TO_HUMAN,17.74,True,ESCALATE_TO_HUMAN,0.5,recovered,True,35.48,ESCALATE_TO_HUMAN,17.74,True,35.48
CASE_008399,97.46,Credit Card,Tablet,payment_failure,payment_method_failure,0,True,46.0,Bursa,1,97.46,97.46,8.0,8.0,1.0,4.0,5.0,62,9947.67,160.44629032258064,134.64000000000001,429.84,846,17,294,6.326530612244897,46,1,Cream Cupid Hearts Coat Hanger,high,22.33,Credit Card,Tablet,2,4,False,True,False,False,False,False,,1,low,0.4527,0.3948,0.3092,0.5,44.12,38.48,30.13,48.73,ESCALATE_TO_HUMAN,48.73,False,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,RETRY_PAYMENT,44.12,True,97.46
CASE_000541,17.81,Google Pay,Tablet,checkout_abandonment,customer_inactivity,0,True,45.0,Izmir,1,17.81,17.81,15.0,8.0,1.0,4.0,5.0,198,17217.31,86.95611111111111,61.900000000000006,563.52,1743,2,365,16.273972602739725,119,1,Jumbo Bag Apples,very_high,275.82,Google Pay,Tablet,0,7,True,True,False,False,False,False,,2,medium,0.3608,0.5267,0.2645,0.5,6.43,9.38,4.71,8.9,CREATE_PAYMENT_LINK,9.38,False,CREATE_PAYMENT_LINK,0.5267,not_recovered,False,0.0,CREATE_PAYMENT_LINK,9.38,True,17.81
CASE_005349,3355.7,Debit Card,Tablet,payment_failure,payment_method_failure,0,False,35.0,Adana,1,3355.7,3355.7,17.0,5.0,0.0,5.0,3.0,11,1426.54,129.68545454545455,60.08,415.08,111,24,113,2.920353982300885,11,1,Antique Glass Pedestal Bowl,low,71.48,Debit Card,Tablet,4,8,False,True,False,False,False,True,,3,medium,0.1989,0.1911,0.1623,0.41,667.45,641.27,544.63,1375.84,ESCALATE_TO_HUMAN,1375.84,True,ESCALATE_TO_HUMAN,0.41,recovered,True,3355.7,ESCALATE_TO_HUMAN,1375.84,False,0.0
CASE_003990,335.17,Google Pay,Mobile,repeated_payment_failure,multiple_bank_failures,3,False,45.0,Izmir,1,335.17,335.17,2.0,8.0,0.0,4.0,2.0,11,3904.4899999999993,354.9536363636363,276.71999999999997,2177.2799999999997,341,10,351,0.9401709401709403,11,1,Black Christmas Flock Droplet,medium,185.05,Google Pay,Mobile,4,14,False,False,True,False,True,False,,3,medium,0.02,0.2285,0.1836,0.41,6.7,76.59,61.54,137.42,ESCALATE_TO_HUMAN,137.42,True,ESCALATE_TO_HUMAN,0.41,escalated,False,0.0,ESCALATE_TO_HUMAN,137.42,False,0.0
CASE_009931,41.86,Apple Pay,Mobile,repeated_payment_failure,repeated_declines,2,True,33.0,Ankara,1,41.86,41.86,24.0,7.0,1.0,1.0,16.0,4,30.970000000000002,7.742500000000001,6.19,12.4,4,191,0,4.0,4,1,Jumbo Bag Pears,low,150.04,Apple Pay,Mobile,0,9,False,True,True,False,False,False,,2,medium,0.0397,0.3412,0.2683,0.34,1.66,14.28,11.23,14.23,CREATE_PAYMENT_LINK,14.28,False,CREATE_PAYMENT_LINK,0.3412,not_recovered,False,0.0,ESCALATE_TO_HUMAN,14.23,False,0.0
CASE_005041,590.2,PayPal,Mobile,checkout_abandonment,customer_inactivity,0,False,29.0,Ankara,1,590.2,590.2,15.0,7.0,1.0,4.0,5.0,108,9489.04,87.86148148148149,59.699999999999996,276.71999999999997,957,3,298,10.872483221476509,63,1,Alarm Clock Bakelike Green,high,116.54,PayPal,Mobile,1,2,False,False,False,False,False,True,,1,low,0.4392,0.5853,0.3035,0.5,259.22,345.44,179.13,295.1,CREATE_PAYMENT_LINK,345.44,True,ESCALATE_TO_HUMAN,0.5,recovered,True,590.2,ESCALATE_TO_HUMAN,295.1,False,0.0
CASE_003889,264.82,Credit Card,Tablet,subscription_failure,recurring_payment_failure,0,False,38.0,Bursa,1,264.82,264.82,19.0,7.0,1.0,4.0,2.0,72,7511.2,104.32222222222222,52.74,800.64,656,26,30,72.0,59,1,Hanging Heart Jar T-Light Holder,high,122.32,Credit Card,Tablet,2,14,True,False,True,False,True,True,,4,high,0.2238,0.2243,0.3765,0.85,59.27,59.4,99.7,225.1,ESCALATE_TO_HUMAN,225.1,True,ESCALATE_TO_HUMAN,0.85,recovered,True,264.82,ESCALATE_TO_HUMAN,225.1,False,0.0
CASE_004118,367.1,Apple Pay,Tablet,payment_failure,bank_timeout,0,False,24.0,Izmir,1,367.1,367.1,30.0,6.0,1.0,3.0,5.0,15,5461.24,364.0826666666666,143.28,1556.64,470,106,0,15.0,15,1,Colour Glass T-Light Holder Hanging,high,347.85,Apple Pay,Tablet,4,1,True,True,False,False,False,True,,4,high,0.455,0.2317,0.2007,0.8,167.03,85.06,73.68,293.68,ESCALATE_TO_HUMAN,293.68,True,ESCALATE_TO_HUMAN,0.8,recovered,True,367.1,ESCALATE_TO_HUMAN,293.68,False,0.0
CASE_009452,50.34,Debit Card,Mobile,payment_failure,bank_timeout,0,False,20.0,Ankara,1,50.34,50.34,22.0,5.0,0.0,5.0,7.0,263,46620.71,177.26505703422052,37.5,3015.36,4005,18,354,22.28813559322034,198,1,Assorted Colour Bird Ornament,very_high,184.79,Debit Card,Mobile,0,14,True,False,True,True,True,True,,5,high,0.314,0.1199,0.1211,0.85,15.81,6.04,6.1,42.79,ESCALATE_TO_HUMAN,42.79,True,ESCALATE_TO_HUMAN,0.85,recovered,True,50.34,ESCALATE_TO_HUMAN,42.79,False,0.0
CASE_009830,97.76,Apple Pay,Mobile,repeated_payment_failure,multiple_bank_failures,3,False,31.0,Istanbul,1,97.76,97.76,14.0,11.0,1.0,4.0,12.0,8,74.93,9.36625,6.8149999999999995,18.57,12,2,0,8.0,8,1,Box Of 6 Mini Vintage Crackers,low,17.03,Apple Pay,Mobile,1,5,False,True,False,False,False,True,,2,medium,0.02,0.2742,0.2258,0.38,1.96,26.81,22.07,37.15,ESCALATE_TO_HUMAN,37.15,True,ESCALATE_TO_HUMAN,0.38,escalated,False,0.0,ESCALATE_TO_HUMAN,37.15,False,0.0
CASE_004658,1612.05,Google Pay,Mobile,checkout_abandonment,checkout_abandoned,0,True,37.0,Bursa,1,1612.05,1612.05,7.0,7.0,1.0,5.0,5.0,236,6207.42,26.302627118644068,14.48,600.1899999999999,445,172,123,57.560975609756106,232,1,Jumbo Bag Apples,high,57.64,Google Pay,Mobile,1,6,False,False,False,False,False,False,,0,low,0.5498,0.6674,0.3574,0.5,886.31,1075.88,576.15,806.02,CREATE_PAYMENT_LINK,1075.88,False,CREATE_PAYMENT_LINK,0.6674,recovered,True,1612.05,CREATE_PAYMENT_LINK,1075.88,True,1612.05
CASE_003710,107.92,Debit Card,Desktop,repeated_payment_failure,repeated_payment_failure,2,True,34.0,Istanbul,1,107.92,107.92,22.0,10.0,1.0,4.0,7.0,42,3760.96,89.54666666666667,79.62,259.44,301,260,0,42.0,42,1,60 Cake Cases Dolly Girl Design,medium,1.7,Debit Card,Desktop,3,7,False,True,False,False,False,False,,2,medium,0.1223,0.4115,0.322,0.5,13.2,44.41,34.75,53.96,ESCALATE_TO_HUMAN,53.96,False,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,53.96,True,107.92
CASE_006222,49.98,Google Pay,Tablet,checkout_abandonment,payment_page_abandoned,0,False,46.0,Gaziantep,1,49.98,49.98,43.0,11.0,1.0,3.0,4.0,64,1096.87,17.13859375,14.61,37.92,78,25,21,91.42857142857143,55,1,Abc Treasure Book Box,low,7.04,Google Pay,Tablet,2,12,False,True,True,False,True,False,,3,medium,0.3785,0.5437,0.279,0.5,18.92,27.17,13.94,24.99,CREATE_PAYMENT_LINK,27.17,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,24.99,False,0.0
CASE_001243,699.84,Google Pay,Desktop,payment_failure,temporary_bank_error,0,True,18.0,Ankara,1,699.84,699.84,12.0,12.0,0.0,4.0,7.0,25,544.48,21.7792,18.75,72.4,39,238,0,25.0,25,1,Antique Silver T-Light Glass,low,256.91,Google Pay,Desktop,2,6,False,True,False,False,False,False,,1,low,0.614,0.3449,0.2711,0.5,429.7,241.37,189.73,349.92,RETRY_PAYMENT,429.7,False,RETRY_PAYMENT,0.614,not_recovered,False,0.0,RETRY_PAYMENT,429.7,False,0.0
CASE_000928,1611.84,Apple Pay,Tablet,payment_failure,insufficient_funds,0,True,24.0,Adana,1,1611.84,1611.84,11.0,10.0,0.0,4.0,4.0,6,1328.16,221.36,188.96,511.20000000000005,117,52,0,6.0,6,1,Acrylic Hanging Jewel Blue,low,78.58,Apple Pay,Tablet,0,6,False,False,False,False,False,False,,0,low,0.4335,0.3685,0.2818,0.36,698.73,593.96,454.22,580.26,RETRY_PAYMENT,698.73,False,RETRY_PAYMENT,0.4335,not_recovered,False,0.0,RETRY_PAYMENT,698.73,False,0.0
CASE_001190,237.02,Google Pay,Desktop,subscription_failure,expired_payment_method,0,True,34.0,Ankara,1,237.02,237.02,12.0,5.0,1.0,5.0,7.0,52,5648.58,108.62653846153846,88.22999999999999,506.40000000000003,591,10,68,22.941176470588236,48,1,Hanging Heart Jar T-Light Holder,high,87.22,Google Pay,Desktop,4,1,False,True,False,False,False,False,,2,medium,0.4523,0.3945,0.489,0.5,107.2,93.5,115.9,118.51,ESCALATE_TO_HUMAN,118.51,False,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,SEND_REMINDER,115.9,True,237.02
CASE_006175,4687.08,Credit Card,Mobile,checkout_abandonment,payment_page_abandoned,0,False,29.0,Istanbul,1,4687.08,4687.08,12.0,4.0,1.0,4.0,6.0,153,4240.48,27.715555555555554,18.71,383.04,352,43,10,459.0,130,1,Jumbo Bag Vintage Doily,medium,37.32,Credit Card,Mobile,3,4,False,True,False,True,False,True,,4,high,0.2707,0.4581,0.2179,0.85,1268.79,2147.15,1021.31,3984.02,ESCALATE_TO_HUMAN,3984.02,True,ESCALATE_TO_HUMAN,0.85,recovered,True,4687.08,ESCALATE_TO_HUMAN,3984.02,True,4687.08
CASE_009643,28.08,Credit Card,Desktop,subscription_failure,recurring_payment_failure,0,False,40.0,Ankara,1,28.08,28.08,25.0,16.0,0.0,4.0,8.0,42,1834.34,43.6747619047619,31.46,267.0,129,147,98,12.857142857142858,33,1,Wooden Croquet Garden Set,medium,66.96,Credit Card,Desktop,4,5,False,True,False,False,False,True,,3,medium,0.2958,0.2735,0.4053,0.5,8.31,7.68,11.38,14.04,ESCALATE_TO_HUMAN,14.04,True,ESCALATE_TO_HUMAN,0.5,recovered,True,28.08,ESCALATE_TO_HUMAN,14.04,False,0.0
CASE_000028,1111.6,Credit Card,Tablet,repeated_payment_failure,repeated_declines,3,True,28.0,Istanbul,1,1111.6,1111.6,31.0,12.0,1.0,5.0,11.0,345,11474.369999999999,33.259043478260864,17.9,463.08,911,330,42,246.42857142857144,343,1,Metal Sign Cupcake Single Hook,high,268.72,Credit Card,Tablet,3,6,True,False,False,False,False,False,,2,medium,0.1362,0.4232,0.331,0.5,151.4,470.43,367.94,555.8,ESCALATE_TO_HUMAN,555.8,False,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,555.8,True,1111.6
CASE_009841,1407.18,Debit Card,Mobile,repeated_payment_failure,multiple_bank_failures,3,False,45.0,Antalya,1,1407.18,1407.18,13.0,7.0,1.0,4.0,10.0,45,4719.19,104.87088888888889,114.4,512.64,414,29,343,3.935860058309038,40,1,Alarm Clock Bakelike Green,high,15.74,Debit Card,Mobile,2,13,False,True,True,True,True,True,,5,high,0.02,0.1588,0.1509,0.85,28.14,223.46,212.34,1196.1,ESCALATE_TO_HUMAN,1196.1,True,ESCALATE_TO_HUMAN,0.85,recovered,True,1407.18,ESCALATE_TO_HUMAN,1196.1,True,1407.18
CASE_001995,251.07,Credit Card,Tablet,subscription_failure,recurring_payment_failure,0,False,41.0,Istanbul,1,251.07,251.07,6.0,13.0,0.0,4.0,8.0,9,1610.46,178.94,148.56,308.64,162,10,265,1.0188679245283019,3,1,Green Regency Teacup And Saucer,low,10.17,Credit Card,Tablet,2,3,False,True,False,False,False,True,,2,medium,0.161,0.1588,0.3176,0.39,40.42,39.87,79.74,97.92,ESCALATE_TO_HUMAN,97.92,True,ESCALATE_TO_HUMAN,0.39,escalated,False,0.0,ESCALATE_TO_HUMAN,97.92,False,0.0
CASE_003386,328.49,PayPal,Desktop,repeated_payment_failure,multiple_bank_failures,2,False,37.0,Izmir,1,328.49,328.49,7.0,6.0,0.0,4.0,6.0,32,2950.17,92.1928125,77.01,267.0,253,18,47,20.425531914893618,32,1,6 Ribbons Rustic Charm,medium,256.87,PayPal,Desktop,0,14,False,True,True,False,True,True,,4,high,0.02,0.1514,0.1408,0.85,6.57,49.73,46.25,279.22,ESCALATE_TO_HUMAN,279.22,True,ESCALATE_TO_HUMAN,0.85,recovered,True,328.49,ESCALATE_TO_HUMAN,279.22,True,328.49
CASE_007661,110.03,Debit Card,Desktop,payment_failure,insufficient_funds,0,False,39.0,Adana,1,110.03,110.03,8.0,13.0,1.0,5.0,8.0,3,544.72,181.57333333333335,198.08,198.08,88,9,0,3.0,3,1,Cinnamon Scented Votive Candle,low,161.66,Debit Card,Desktop,3,13,True,True,True,False,True,False,,5,high,0.141,0.1519,0.1397,0.68,15.51,16.71,15.37,74.82,ESCALATE_TO_HUMAN,74.82,True,ESCALATE_TO_HUMAN,0.68,recovered,True,110.03,ESCALATE_TO_HUMAN,74.82,True,110.03
CASE_007005,34.11,Debit Card,Mobile,payment_failure,temporary_bank_error,0,False,45.0,Antalya,1,34.11,34.11,38.0,10.0,1.0,4.0,5.0,56,4839.89,86.42660714285715,33.51,267.0,451,60,0,56.0,51,1,Pack Of 60 Pink Paisley Cake Cases,high,166.09,Debit Card,Mobile,1,14,True,True,True,False,True,True,,5,high,0.371,0.1723,0.1642,0.85,12.65,5.88,5.6,28.99,ESCALATE_TO_HUMAN,28.99,True,ESCALATE_TO_HUMAN,0.85,escalated,False,0.0,ESCALATE_TO_HUMAN,28.99,True,34.11
CASE_001173,1904.37,Debit Card,Desktop,subscription_failure,recurring_payment_failure,0,False,34.0,Izmir,1,1904.37,1904.37,7.0,8.0,0.0,1.0,8.0,52,1615.17,31.06096153846154,30.64,95.84,125,29,101,15.445544554455445,47,1,Funky Washing Up Gloves Assorted,low,72.08,Debit Card,Desktop,0,6,False,True,False,False,False,True,,2,medium,0.2615,0.2443,0.383,0.5,497.99,465.24,729.37,952.18,ESCALATE_TO_HUMAN,952.18,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,952.18,True,1904.37
CASE_001712,292.86,Debit Card,Mobile,payment_failure,bank_timeout,1,False,48.0,Bursa,1,292.86,292.86,26.0,8.0,0.0,5.0,9.0,20,993.05,49.652499999999996,39.81,159.24,78,198,0,20.0,19,1,Pink Hanging Heart T-Light Holder,low,43.4,Debit Card,Mobile,0,7,False,True,False,True,False,True,,3,medium,0.4437,0.2181,0.1874,0.5,129.94,63.87,54.88,146.43,ESCALATE_TO_HUMAN,146.43,True,ESCALATE_TO_HUMAN,0.5,recovered,True,292.86,ESCALATE_TO_HUMAN,146.43,False,0.0
CASE_008226,1817.03,Google Pay,Mobile,subscription_failure,expired_payment_method,0,False,40.0,Izmir,1,1817.03,1817.03,15.0,2.0,1.0,4.0,5.0,8,867.3,108.4125,131.04,138.35999999999999,75,334,0,8.0,8,1,Baking Set 9 Piece Retrospot,low,18.42,Google Pay,Mobile,0,14,False,False,True,True,True,True,,4,high,0.2028,0.2024,0.3568,0.73,368.49,367.77,648.32,1326.43,ESCALATE_TO_HUMAN,1326.43,True,ESCALATE_TO_HUMAN,0.73,recovered,True,1817.03,ESCALATE_TO_HUMAN,1326.43,True,1817.03
CASE_008512,90.3,Credit Card,Mobile,invoice_overdue,payment_not_received,0,False,36.0,Kayseri,1,90.3,90.3,15.0,4.0,1.0,3.0,7.0,21,3759.12,179.00571428571428,132.24,1115.64,336,185,0,21.0,21,1,16 Piece Cutlery Set Pantry Design,medium,38.82,Credit Card,Mobile,2,13,False,False,True,True,True,True,,4,high,0.2542,0.246,0.3902,0.85,22.95,22.21,35.24,76.76,ESCALATE_TO_HUMAN,76.76,True,ESCALATE_TO_HUMAN,0.85,recovered,True,90.3,ESCALATE_TO_HUMAN,76.76,True,90.3
CASE_009116,10295.6,Apple Pay,Mobile,subscription_failure,expired_payment_method,0,False,45.0,Istanbul,1,10295.6,10295.6,3.0,9.0,0.0,4.0,5.0,187,25071.95,134.0745989304813,111.19999999999999,1115.64,2228,43,324,17.314814814814813,176,1,Lunch Bag Black Skull,very_high,95.6,Apple Pay,Mobile,3,4,False,True,False,False,False,True,,3,medium,0.2585,0.2417,0.381,0.5,2661.41,2488.45,3922.62,5147.8,ESCALATE_TO_HUMAN,5147.8,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,5147.8,False,0.0
CASE_003978,394.49,PayPal,Desktop,payment_failure,temporary_bank_error,0,True,54.0,Bursa,1,394.49,394.49,15.0,14.0,1.0,5.0,4.0,3,164.07999999999998,54.69333333333333,69.17999999999999,69.17999999999999,14,318,0,3.0,3,1,Orange Flower Mug,low,47.68,PayPal,Desktop,3,2,False,False,False,False,False,False,,1,low,0.6908,0.4002,0.306,0.33,272.51,157.87,120.71,130.18,RETRY_PAYMENT,272.51,False,RETRY_PAYMENT,0.6908,recovered,True,394.49,RETRY_PAYMENT,272.51,True,394.49
CASE_004614,283.0,Debit Card,Tablet,checkout_abandonment,payment_page_abandoned,0,True,18.0,Istanbul,1,283.0,283.0,11.0,11.0,1.0,5.0,16.0,7,1565.04,223.57714285714286,124.0,691.8,117,88,101,2.0792079207920793,6,1,Lantern Cream Gazebo,low,293.34,Debit Card,Tablet,2,6,True,True,False,False,False,False,,2,medium,0.2624,0.4431,0.2006,0.37,74.26,125.4,56.77,104.71,CREATE_PAYMENT_LINK,125.4,False,CREATE_PAYMENT_LINK,0.4431,recovered,True,283.0,CREATE_PAYMENT_LINK,125.4,False,0.0
CASE_002926,460.4,Credit Card,Desktop,payment_failure,payment_method_failure,0,False,27.0,Izmir,1,460.4,460.4,18.0,9.0,1.0,4.0,1.0,12,1591.46,132.62166666666667,159.3,269.28000000000003,134,107,19,18.947368421052634,11,1,Retro Plastic Elephant Tray,low,76.65,Credit Card,Desktop,4,14,False,True,True,False,True,False,,4,high,0.314,0.2889,0.2371,0.77,144.57,133.01,109.16,354.51,ESCALATE_TO_HUMAN,354.51,True,ESCALATE_TO_HUMAN,0.77,recovered,True,460.4,ESCALATE_TO_HUMAN,354.51,True,460.4
CASE_004661,96.34,Apple Pay,Tablet,checkout_abandonment,checkout_abandoned,0,False,46.0,Ankara,1,96.34,96.34,9.0,5.0,1.0,2.0,17.0,122,10737.73,88.01418032786884,66.535,384.48,1045,8,107,34.205607476635514,113,1,Box Of 6 Mini 50'S Crackers,high,6.45,Apple Pay,Tablet,0,11,False,False,True,False,True,True,,3,medium,0.3088,0.4865,0.2367,0.5,29.75,46.87,22.8,48.17,ESCALATE_TO_HUMAN,48.17,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,48.17,True,96.34
CASE_009308,10556.34,PayPal,Desktop,checkout_abandonment,checkout_abandoned,0,True,20.0,Istanbul,1,10556.34,10556.34,19.0,7.0,1.0,4.0,8.0,12,1247.98,103.99833333333333,82.69999999999999,266.88,98,170,0,12.0,12,1,Bingo Set,low,0.47,PayPal,Desktop,3,10,False,True,True,False,False,False,,3,medium,0.4318,0.5771,0.2957,0.42,4558.23,6092.06,3121.51,4433.66,CREATE_PAYMENT_LINK,6092.06,False,CREATE_PAYMENT_LINK,0.5771,recovered,True,10556.34,CREATE_PAYMENT_LINK,6092.06,True,10556.34
